DOMAIN,STATE,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
XOSOP.COM,KR,115,20,20,0,0,0,1,1,0,1,0,0,12.032,16,1,12.95,12.95,LEGIT
TMA.COM,MO,685,17,17,0,0,1,0,0,0,1,3,0,14.952,11,3,38.85,38.85,LEGIT
TMA.COM,BO,308,17,17,0,0,0,1,1,0,1,0,0,-40.272,17,4,12.95,12.95,LEGIT
AV.RR.COM,KR,120,7,7,0,0,1,0,1,0,1,3,1,-24.312,9,0,34.97,34.97,LEGIT
FKOHJH.COM,PO,614,14,14,0,0,1,1,0,0,1,3,0,-13.712,11,0,12.95,12.95,LEGIT
VUHZRNB.COM,MO,685,7,7,0,0,1,0,0,0,1,3,0,16.92,15,0,12.95,12.95,LEGIT
XOSOP.COM,AR,649,12,12,0,0,0,1,1,0,1,2,1,-6.408,10,3,49.95,49.95,LEGIT
XZXDQOGHY.NET,RONO,362,14,14,0,0,0,1,0,0,1,3,0,-4.928,23,1,38.85,38.85,LEGIT
YBNLWWGVERFJPEQW.COM,CO,672,16,16,0,0,1,1,1,0,1,3,0,4.496,13,0,12.95,12.95,LEGIT
OVKSKBCO.COM,KR,120,20,20,1,0,1,0,0,0,1,3,0,40.112,16,2,38.85,38.85,LEGIT
NEKSXUK.NET,MO,685,11,11,0,0,0,1,1,0,1,3,0,-15.096,21,0,49.95,49.95,LEGIT
ROVQZLUAW.COM,KR,120,2,2,0,0,1,0,0,0,1,2,1,-3.184,7,0,38.85,38.85,LEGIT
TMA.COM,LO,398,13,13,1,0,1,1,1,0,1,3,1,42.912,17,3,20.72,20.72,LEGIT
XOSOP.COM,TR,667,13,13,0,0,1,1,0,0,1,3,0,11.784,11,0,38.85,38.85,LEGIT
TMA.COM,KR,115,11,11,0,0,1,1,0,0,2,3,1,33.072,8,0,23.31,23.31,LEGIT
BB.COM,ROB,453,11,11,0,0,1,1,1,0,2,2,1,-19.456,7,2,12.95,12.95,LEGIT
SVEDXXUQWDIKRILWF.COM,AO,675,17,17,1,0,1,1,0,0,1,3,0,-55.056,10,1,12.95,12.95,LEGIT
TMA.COM,KR,110,0,0,0,1,0,0,0,0,1,3,1,35.208,15,4,12.95,12.95,LEGIT
TMA.COM,ROK,655,11,11,0,0,0,1,1,0,1,3,0,-50.296,15,0,38.85,38.85,LEGIT
UAXGA.EDU,YO,151,20,20,0,0,0,0,0,0,1,3,0,1.32,6,0,38.85,38.85,LEGIT
VUHZRNB.COM,NNO,603,13,13,0,0,0,1,0,1,1,3,0,44.8,18,2,12.95,12.95,LEGIT
BWT.NET,AO,675,14,14,0,0,1,0,0,0,4,3,1,-23.424,14,0,49.95,49.95,LEGIT
XOSOP.COM,ROK,655,12,12,1,0,0,1,1,0,1,3,0,-21.304,24,1,38.85,38.85,LEGIT
YSY.TEL,VO,602,17,17,0,1,0,1,0,0,1,2,1,35.344,28,0,38.85,38.85,LEGIT
TMA.COM,MO,685,14,14,0,0,1,1,0,1,2,0,1,-40.272,9,9,12.95,12.95,LEGIT
WHTCWMUCXTI.COM,KR,118,19,19,1,0,1,1,0,0,1,2,0,-17.832,9,0,38.85,38.85,LEGIT
VXOCXEESXLI.NET,LM,128,18,18,0,0,0,1,1,0,1,0,0,4.848,20,0,49.95,49.95,LEGIT
TCN.COM,BO,308,13,13,0,0,1,1,0,0,1,2,0,23.904,11,3,49.95,49.95,LEGIT
PGSEQQPW.NET,KR,106,10,10,0,0,1,1,1,0,1,2,0,-37.584,7,2,12.95,12.95,LEGIT
BWT.NET,NNO,603,18,18,0,0,0,1,1,0,1,2,1,-79.896,15,2,12.95,12.95,LEGIT
TMA.COM,VO,602,22,22,0,0,0,1,1,0,1,2,0,56.336,19,4,12.95,12.95,LEGIT
VUHZRNB.COM,PO,614,11,11,0,0,1,0,0,0,1,2,0,35.888,9,9,12.95,12.95,LEGIT
BRZWCURTY.NET,KR,108,23,23,1,0,1,0,0,0,1,0,1,21.08,9,0,38.85,38.85,LEGIT
TMA.COM,MO,685,6,6,0,0,1,1,1,0,2,0,0,-30.296,11,0,25.9,25.9,LEGIT
TCN.COM,NAO,166,21,21,1,0,0,1,1,0,2,3,0,44.264,13,2,59.4,59.4,LEGIT
TMA.COM,NAO,166,11,11,0,0,0,0,1,0,1,3,0,16.128,18,0,12.95,12.95,LEGIT
TMA.COM,AR,649,12,12,0,0,1,0,0,0,1,2,0,-24.568,9,0,10.36,10.36,LEGIT
BJZUKCLH.COM,MO,685,9,9,0,0,1,0,0,0,1,0,0,-3.712,17,0,38.85,38.85,LEGIT
TCN.COM,KR,118,8,8,0,0,1,1,1,0,2,3,1,-27.248,12,5,12.95,12.95,LEGIT
VUHZRNB.COM,ROM,430,12,12,0,0,1,1,0,0,1,0,1,52.112,25,0,12.95,12.95,LEGIT
ZGQSPHEFMY.COM,AO,675,11,11,0,0,1,1,0,0,1,3,0,14.328,9,0,10.36,10.36,LEGIT
VUHZRNB.COM,MO,685,10,10,0,0,0,0,0,0,1,2,1,28.424,24,0,38.85,38.85,LEGIT
XOSOP.COM,SK,355,9,9,0,0,1,0,1,0,1,3,1,-5.224,8,0,12.95,12.95,LEGIT
JQHEVBWEYHIXED.COM,IO,664,16,16,0,0,0,0,0,0,2,4,0,35.704,24,0,0,0,LEGIT
XOSOP.COM,SO,693,16,16,0,0,0,1,1,0,1,3,1,21.088,18,3,12.95,12.95,LEGIT
CQP.RR.COM,MO,685,15,15,0,0,1,0,0,0,1,3,0,-6.408,8,0,12.95,12.95,LEGIT
ISDDN.COM,ROT,420,16,16,0,0,1,1,0,0,1,3,0,-8.352,11,0,12.95,12.95,LEGIT
NEKSXUK.NET,UO,432,23,23,0,0,0,1,1,0,1,3,0,51.84,22,3,12.95,12.95,LEGIT
VUHZRNB.COM,VO,600,14,14,0,0,1,1,1,0,1,2,0,-71.128,9,9,38.85,38.85,LEGIT
XOSOP.COM,LM,127,8,8,0,0,1,1,0,0,1,3,1,-15.608,8,2,38.85,38.85,LEGIT
DNKRTPTLXWEY.ORG,ROK,655,15,15,0,0,0,1,0,0,1,2,0,-2.648,23,0,38.85,38.85,LEGIT
CIYORAAVNRXQEY.NET,AR,649,13,13,0,0,0,1,1,0,5,2,1,-38.952,27,0,38.85,38.85,LEGIT
BRZWCURTY.NET,VO,602,11,11,0,0,0,1,1,0,1,0,1,8.824,32,4,38.85,38.85,LEGIT
VUHZRNB.COM,LO,398,16,16,0,0,1,0,1,0,1,2,0,42.544,9,3,10.36,10.36,LEGIT
VUHZRNB.COM,TR,667,16,17,0,0,0,0,0,0,1,3,1,24.496,27,4,38.85,38.85,LEGIT
TMA.COM,LM,128,8,8,0,0,1,1,0,0,2,0,0,45.264,6,0,10.95,10.95,LEGIT
TMA.COM,LO,398,2,2,0,0,1,0,0,0,1,3,0,6,10,0,38.85,38.85,LEGIT
XOSOP.COM,IO,664,14,14,0,0,1,1,0,0,1,3,1,35.104,8,2,25.9,25.9,LEGIT
TGRXNMB.NET,IO,664,14,14,0,0,1,1,1,0,1,2,0,21.952,7,1,12.95,12.95,LEGIT
XOSOP.COM,ROK,655,16,16,0,0,0,1,1,0,4,2,1,0.96,9,0,38.85,38.85,LEGIT
VUHZRNB.COM,VO,601,10,10,1,0,0,1,1,0,1,3,0,39.608,23,4,44.85,44.85,LEGIT
QUYT.CO,KR,112,14,14,0,0,0,1,0,0,1,3,1,-10.752,33,0,38.85,38.85,LEGIT
OSVPJCDBEKDLPRWR.COM,KR,111,14,14,1,0,0,1,1,0,1,3,0,47.2,28,0,10.36,10.36,LEGIT
XOSOP.COM,KR,121,17,17,0,0,0,1,0,0,1,3,0,51.76,23,7,12.95,12.95,LEGIT
TXHMXWMCQ.NET,RONO,362,19,19,0,0,0,0,0,0,1,3,0,55.848,21,0,31.08,31.08,LEGIT
HEHPMBNSNNY.COM,MV,369,16,16,0,0,0,0,0,0,1,3,0,-16.96,19,0,38.85,38.85,LEGIT
XOSOP.COM,KR,110,14,14,0,0,1,1,1,0,2,0,1,39.072,6,0,38.85,38.85,LEGIT
NEKSXUK.NET,AR,649,13,13,0,0,0,1,0,0,1,2,1,23.144,9,0,38.85,38.85,LEGIT
BRZWCURTY.NET,CO,672,21,21,0,0,0,0,0,0,1,2,0,3.88,24,6,12.95,12.95,FRAUD
XZXDQOGHY.NET,VO,600,15,15,0,0,1,1,0,0,2,0,0,20.392,11,0,38.85,38.85,LEGIT
NAHPRXE.COM,MO,685,8,8,0,0,0,1,1,0,2,2,0,18.712,10,4,12.95,12.95,LEGIT
BRZWCURTY.NET,VO,600,14,14,0,0,0,0,0,0,1,3,0,-60.072,26,4,49.95,49.95,LEGIT
HNPVRII.COM,VO,602,15,15,0,0,1,0,0,0,1,3,1,36.232,17,0,38.85,38.85,LEGIT
TMA.COM,VO,601,11,12,0,0,0,0,0,0,1,0,1,-62.576,17,0,38.85,38.85,LEGIT
TMA.COM,KR,111,21,21,0,0,0,1,0,0,1,3,0,-29.944,16,0,12.95,12.95,LEGIT
VUHZRNB.COM,MO,685,19,19,0,0,0,0,0,0,1,2,0,-16.856,18,4,12.95,12.95,LEGIT
TMA.COM,",O",634,18,18,0,0,1,1,1,0,1,3,1,17.912,6,1,12.95,12.95,LEGIT
XOSOP.COM,YO,150,19,19,1,0,1,0,0,0,1,3,0,-14.168,18,0,25.9,25.9,LEGIT
TCN.COM,YO,150,11,11,0,0,1,1,1,0,1,2,0,-9.632,15,0,11.01,11.01,LEGIT
NF.COM,NO,630,20,20,0,0,0,0,0,0,1,3,0,17.888,21,2,12.95,12.95,LEGIT
VUHZRNB.COM,VO,601,15,15,0,0,1,1,1,0,1,2,0,38.496,24,3,12.95,12.95,LEGIT
WAJCTHFVP.NET,OO,644,18,18,0,0,1,1,0,0,1,2,1,11.232,10,0,25.9,25.9,LEGIT
NEKSXUK.NET,EAO,648,13,13,0,0,1,0,0,0,1,2,0,-6.44,7,0,12.95,12.95,LEGIT
BRZWCURTY.NET,VO,601,21,21,0,0,1,1,1,0,1,3,0,8.408,7,0,38.85,38.85,LEGIT
VUHZRNB.COM,MO,685,22,22,0,0,0,1,1,0,2,3,0,23.392,21,0,38.85,38.85,LEGIT
UAXGA.EDU,YO,151,20,20,0,0,0,0,1,0,1,2,0,-18.44,24,0,49.95,49.95,LEGIT
XOSOP.COM,MO,685,9,10,0,0,0,1,1,0,1,2,0,33.648,25,0,38.85,38.85,LEGIT
TCN.COM,MO,685,14,14,0,0,1,1,0,0,2,3,0,-12.24,10,2,12.95,12.95,LEGIT
TMA.COM,KR,115,22,22,0,0,1,0,0,0,1,3,0,-15.112,18,0,12.95,12.95,LEGIT
GCUXVRO.NET,RONO,362,14,14,0,0,1,0,1,0,1,3,0,5.864,10,4,10.36,10.36,LEGIT
XOSOP.COM,EAO,648,14,14,0,0,1,0,0,0,1,2,0,-14.416,9,9,38.85,38.85,LEGIT
BRZWCURTY.NET,CO,672,11,11,0,0,1,1,0,0,1,2,1,13.824,15,0,11.01,11.01,LEGIT
BWT.NET,VO,601,18,18,0,0,1,0,0,0,2,2,0,15.16,8,0,25.9,25.9,LEGIT
XOSOP.COM,K,683,8,8,0,0,1,1,0,0,1,3,1,-5.864,8,3,10.36,10.36,LEGIT
AUDZLHB.SP,AO,675,14,14,0,0,0,0,1,0,2,0,0,-75.504,21,0,49.95,49.95,LEGIT
TIHRKPPW.NET,CO,672,18,18,0,0,1,1,1,0,2,3,0,28.16,24,4,38.85,38.85,LEGIT
XXDZQ.ARMY,CO,672,12,12,0,0,1,0,0,0,1,2,1,-2.408,12,2,38.85,38.85,LEGIT
TMA.COM,LM,128,13,13,0,0,0,1,1,0,1,2,0,-3.632,19,0,12.95,12.95,LEGIT
XOSOP.COM,UBAO,669,10,10,0,0,0,1,1,0,2,3,1,35.64,21,1,49.95,49.95,LEGIT
TCN.COM,ROT,420,5,5,0,0,1,1,0,0,2,3,0,-52.112,9,9,12.95,12.95,LEGIT
XZXDQOGHY.NET,IO,664,17,17,0,0,1,0,0,0,2,3,1,33.136,8,1,12.95,12.95,LEGIT
MSQQ.EDU,BR,670,9,9,0,0,0,1,0,0,1,3,0,25.008,16,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,MO,685,16,16,0,0,0,1,0,0,1,3,0,-28.112,21,0,12.95,12.95,LEGIT
VUHZRNB.COM,CO,672,20,20,0,0,0,1,1,0,1,3,0,46.424,19,1,38.85,38.85,LEGIT
CQP.RR.COM,MO,685,11,11,1,0,1,0,0,0,2,3,1,25.776,7,0,12.95,12.95,LEGIT
TJFGS.COM,ROB,453,13,13,0,0,0,0,0,0,1,0,1,13.72,12,0,12.95,12.95,LEGIT
XOSOP.COM,PO,614,7,7,0,0,1,1,0,0,1,3,0,8.664,10,0,12.95,12.95,LEGIT
XOSOP.COM,SO,693,16,16,0,0,1,0,1,0,1,0,0,22.856,7,0,38.85,38.85,LEGIT
TCN.COM,BO,308,5,5,0,0,0,1,0,0,1,2,1,1.384,16,1,49.95,49.95,LEGIT
VNKRVDIOCIM.COM,KR,109,17,17,0,0,0,1,0,0,1,2,0,11.768,9,0,12.95,12.95,LEGIT
TUUDTCAJGHCYHSD.COM,KR,110,12,12,0,0,1,0,0,0,1,3,0,-14.76,25,0,11.01,11.01,LEGIT
TMA.COM,NAO,166,22,22,0,0,0,0,0,0,1,3,1,37.776,22,0,12.95,12.95,LEGIT
TMA.COM,KR,108,23,23,0,0,1,0,0,0,1,2,1,-23.056,13,1,12.95,12.95,LEGIT
XOSOP.COM,KR,104,19,19,0,0,0,1,0,0,1,3,1,37.984,26,0,38.85,38.85,LEGIT
XOSOP.COM,KR,111,13,13,1,0,1,1,0,0,1,3,0,25.936,10,0,10.36,10.36,LEGIT
WAJCTHFVP.NET,MO,685,21,21,0,0,0,0,0,0,3,3,0,18.48,22,1,38.85,38.85,LEGIT
UJXVUNBPIOOJT.ORG,KR,122,10,10,0,0,1,1,0,0,1,3,0,24.216,9,0,12.95,12.95,LEGIT
XZXDQOGHY.NET,CO,672,17,17,0,0,1,0,0,0,1,3,0,12.432,6,0,12.95,12.95,LEGIT
XOSOP.COM,ROK,655,6,6,0,0,1,0,0,0,2,2,0,14.048,8,0,12.95,12.95,LEGIT
XOSOP.COM,MO,685,17,17,0,1,1,0,0,0,1,3,1,22.264,8,0,31.08,31.08,LEGIT
PPQGP.COM,MO,685,9,9,0,0,0,0,0,0,1,0,1,3.36,18,0,12.95,12.95,LEGIT
XOSOP.COM,MO,685,10,10,0,0,0,0,1,0,1,3,0,-30.24,18,2,38.85,38.85,LEGIT
TMA.COM,LM,128,19,19,0,0,0,0,0,0,2,3,0,-70.088,12,3,38.85,38.85,LEGIT
IFPKZSUIDYZDE.COM,",O",634,13,13,0,0,1,0,0,0,1,3,0,35.816,9,0,12.95,12.95,LEGIT
EJZXJCZWFBF.NET,KR,104,16,16,0,0,1,0,0,1,1,3,0,44.2,9,9,12.95,12.95,LEGIT
NBBTQ.COM,UO,432,21,21,0,0,1,0,0,0,2,3,0,39.664,8,0,38.85,38.85,LEGIT
TMA.COM,IO,664,21,21,0,0,1,1,1,0,1,0,1,28.896,17,2,12.95,12.95,LEGIT
TMA.COM,ROK,655,14,14,0,0,1,0,0,0,1,2,1,-41.76,18,0,10.36,10.36,LEGIT
VUHZRNB.COM,MO,685,13,13,0,0,1,1,1,0,1,4,0,16.88,8,3,12.95,12.95,LEGIT
NHG.COM,MO,685,9,9,0,0,1,0,0,0,1,0,0,-29.288,13,0,12.95,12.95,LEGIT
XZXDQOGHY.NET,VO,602,16,16,0,0,1,0,0,0,1,0,1,-7.04,26,0,25.9,25.9,LEGIT
DUSGG.ORG,PO,614,5,5,1,0,1,0,0,0,1,0,0,31.632,7,0,38.85,38.85,LEGIT
TMA.COM,SO,693,16,16,0,0,1,1,1,0,1,3,1,47.752,8,2,25.9,25.9,LEGIT
XZXDQOGHY.NET,VO,600,21,21,0,0,0,1,1,0,1,2,0,-3.288,18,0,38.85,38.85,LEGIT
XOSOP.COM,KR,115,13,13,0,0,0,1,0,0,2,3,1,7.32,8,0,38.85,38.85,LEGIT
TMA.COM,VO,600,18,18,0,0,1,1,1,0,1,2,1,-56.2,9,9,38.85,38.85,LEGIT
VUHZRNB.COM,VO,602,16,16,1,0,1,1,1,0,2,3,0,34.496,8,2,25.9,25.9,LEGIT
VUHZRNB.COM,CO,672,17,17,0,0,0,0,0,0,1,3,1,30.952,8,0,38.85,38.85,LEGIT
UAOFIPNP.NET,KR,111,11,11,0,0,0,1,0,0,1,2,0,-55.472,10,0,38.85,38.85,LEGIT
TMA.COM,VO,600,2,2,0,0,1,0,0,0,2,3,1,21.104,15,0,12.95,12.95,LEGIT
TMA.COM,AO,675,22,22,0,0,1,1,1,0,1,3,1,-29.504,11,3,38.85,38.85,LEGIT
TMA.COM,MO,685,13,13,0,0,0,1,1,0,2,3,1,4.488,23,4,38.85,38.85,LEGIT
TCN.COM,RO,390,8,8,0,0,1,1,1,0,1,3,0,25.472,9,2,38.85,38.85,LEGIT
XOSOP.COM,TO,625,15,15,1,0,0,0,1,0,1,2,1,-37.36,10,4,38.85,38.85,LEGIT
RCJIFYOIMLQR.COM,AO,675,11,11,0,0,0,0,0,0,1,0,0,-31.736,7,0,38.85,38.85,LEGIT
VUHZRNB.COM,YAO,629,16,16,0,1,0,0,0,0,1,3,0,35.2,8,0,11.01,11.01,LEGIT
XOSOP.COM,LO,398,20,20,0,0,0,0,0,0,1,3,1,37.44,17,0,14.95,14.95,LEGIT
SQIVFE.COM,RONO,362,10,10,0,0,1,0,0,1,1,2,0,-29.384,9,9,12.95,12.95,LEGIT
XJTDNNTCH.NET,KR,121,16,16,0,0,0,0,0,0,1,3,0,34.344,18,1,10.36,10.36,LEGIT
VUHZRNB.COM,",O",634,10,10,0,0,0,0,0,0,1,3,0,32.168,10,1,12.95,12.95,LEGIT
TMA.COM,KR,116,16,16,0,0,1,0,0,0,2,0,0,6.016,10,5,11.01,11.01,LEGIT
ERADRMZY.COM,UO,432,22,22,0,0,1,0,0,0,1,3,0,-3.28,9,9,20.72,20.72,LEGIT
TCN.COM,KR,122,21,21,0,0,0,1,0,0,1,3,0,-32.144,20,0,38.85,38.85,LEGIT
QEAFVSUTO.COM,SO,693,14,14,0,0,1,1,1,0,2,2,0,-62.96,7,4,38.85,38.85,LEGIT
FHLKR.COM,LO,398,22,22,0,0,1,0,0,0,1,3,1,30.328,6,0,25.9,25.9,LEGIT
WAJCTHFVP.NET,CR,428,9,9,0,0,0,1,0,0,1,0,1,-4.912,29,0,38.85,38.85,LEGIT
BRZWCURTY.NET,ROI,386,12,12,0,0,1,0,0,0,1,3,0,-15.792,8,0,49.95,49.95,LEGIT
TMA.COM,LO,398,16,16,0,0,0,1,1,0,1,0,1,-39.696,18,3,38.85,38.85,LEGIT
EAYROLLTBU.COM,NAO,166,19,19,0,0,1,0,0,0,1,1,0,23.376,21,0,12.95,12.95,LEGIT
XOSOP.COM,SP,198,16,16,0,0,0,0,0,0,1,2,1,-34.536,20,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,TO,625,12,12,0,0,0,1,0,0,1,2,1,24.832,27,0,10.36,10.36,LEGIT
TMA.COM,SO,693,10,10,0,0,0,1,0,0,1,2,1,-18.168,17,0,49.95,49.95,LEGIT
VIFZXSYATKHC.COM,ROA,385,13,13,0,0,0,1,0,0,2,3,1,11.504,10,0,49.95,49.95,LEGIT
XOSOP.COM,CO,672,17,17,1,0,1,1,0,0,4,3,0,-1.144,21,6,10.36,10.36,LEGIT
NEKSXUK.NET,PO,614,15,15,0,0,1,1,1,0,1,2,0,18.504,19,0,38.85,38.85,LEGIT
TMA.COM,LM,128,17,17,0,0,0,1,0,0,1,4,0,-42.376,8,4,38.85,38.85,LEGIT
VUHZRNB.COM,NAO,166,22,22,0,0,0,1,0,0,1,3,0,-14.896,21,0,25.9,25.9,LEGIT
VUHZRNB.COM,IO,664,19,19,0,0,0,1,0,0,2,3,1,30.064,12,4,49.95,49.95,LEGIT
TMA.COM,LO,398,19,19,0,0,0,0,0,0,1,0,1,-11.104,7,0,38.85,38.85,LEGIT
MHLFBI.RR.COM,SP,198,2,2,0,0,1,0,0,0,1,0,0,-4.512,9,0,12.95,12.95,LEGIT
XOSOP.COM,CO,672,23,23,0,0,0,0,0,0,5,3,0,-14.272,14,4,10.36,10.36,LEGIT
JQHEVBWEYHIXED.COM,KO,650,16,16,0,1,0,0,0,0,2,4,0,35.704,18,0,0,0,LEGIT
OSMKOYDROHXS.COM,KR,110,10,10,1,0,1,1,1,0,1,2,0,47.904,8,1,38.85,38.85,LEGIT
WTGVZIWWYRG.COM,VO,602,9,9,0,0,0,1,1,0,1,3,0,-39.552,19,0,49.95,49.95,LEGIT
XOSOP.COM,KR,102,13,13,0,0,1,1,1,0,2,2,0,-14.776,6,0,12.95,12.95,LEGIT
TCN.COM,AK,656,13,13,0,0,1,0,0,0,2,3,1,7.472,8,2,11.01,11.01,LEGIT
BRZWCURTY.NET,ROT,420,10,10,0,0,1,0,0,0,1,3,0,-14.056,29,0,12.95,12.95,LEGIT
VUHZRNB.COM,LM,127,13,13,0,0,0,0,0,0,2,2,0,17.744,11,6,38.85,38.85,LEGIT
MGXPOW.COM,TO,625,23,23,0,0,0,1,0,0,1,3,0,12.072,12,0,12.95,12.95,LEGIT
ACYTF.COM,KR,108,9,9,0,0,1,1,1,0,1,0,0,25.832,10,4,38.85,38.85,LEGIT
BWT.NET,AO,675,16,16,0,0,1,0,0,0,1,3,1,44.64,6,0,38.85,38.85,LEGIT
XOSOP.COM,MO,685,12,12,0,0,0,1,0,0,1,3,1,46.52,19,0,12.95,12.95,LEGIT
RCWSEUU.NET,KR,110,2,2,0,0,1,0,0,0,1,3,0,15.328,8,1,12.95,12.95,LEGIT
TMA.COM,KR,111,4,4,0,0,1,1,1,0,1,3,0,41.08,17,2,12.95,12.95,LEGIT
QGFALMCP.RR.COM,MO,685,13,13,0,0,1,1,1,0,2,3,1,-76.832,24,2,12.95,12.95,LEGIT
TMA.COM,MO,685,19,19,0,0,1,0,1,0,2,3,1,45.736,9,2,12.95,12.95,LEGIT
TMA.COM,EAO,648,23,23,0,0,1,1,1,0,1,3,0,44.68,9,0,25.9,25.9,LEGIT
IFSGIYGKN.COM,ROM,430,18,18,0,0,0,0,0,0,1,2,0,14.752,25,0,38.85,38.85,LEGIT
VUHZRNB.COM,NO,630,11,11,0,0,0,0,0,0,1,3,1,47.296,17,0,10.36,10.36,LEGIT
PGSEQQPW.NET,KR,105,4,4,0,0,1,0,1,0,1,1,1,5.008,9,6,38.85,38.85,LEGIT
NEKSXUK.NET,CO,672,3,3,1,0,1,1,1,0,1,2,0,55.296,19,4,12.95,12.95,LEGIT
TCN.COM,PO,614,15,15,0,0,1,1,1,0,1,2,0,-2.6,15,0,38.85,38.85,LEGIT
XOSOP.COM,NAO,166,10,10,0,0,0,1,1,0,1,3,1,12.816,17,0,10.36,10.36,LEGIT
ZMGNSQTG.COM,LO,398,0,0,1,0,1,0,0,0,2,3,1,48.36,9,0,12.95,12.95,LEGIT
CLM.COM,CR,428,14,14,0,0,1,1,0,0,1,3,0,18.592,9,1,39.96,39.96,LEGIT
TGRXNMB.NET,CR,428,16,16,0,0,0,0,0,0,1,3,0,34.024,21,2,38.85,38.85,LEGIT
ACYTF.COM,KR,112,20,20,0,0,1,1,0,0,1,3,0,39.464,20,0,12.95,12.95,LEGIT
NEKSXUK.NET,KR,113,14,14,1,0,1,1,1,0,1,3,1,-14.04,12,0,25.9,25.9,LEGIT
VUHZRNB.COM,EAO,648,16,16,0,0,1,1,1,0,1,3,1,3.408,8,0,10.36,10.36,LEGIT
TMA.COM,KR,112,22,22,0,0,0,1,1,0,1,4,0,-30.904,6,1,38.85,38.85,LEGIT
IRDSTGTCS.NET,VO,600,19,19,1,0,0,0,0,0,1,2,0,10.048,22,0,12.95,12.95,LEGIT
TMA.COM,EAO,648,16,16,0,0,1,1,0,0,1,3,0,-46.48,18,5,38.85,38.85,LEGIT
XOSOP.COM,ROK,655,15,15,0,0,1,0,0,0,2,2,0,1.208,17,0,12.95,12.95,LEGIT
XBKMKJUT.NET,ROM,430,11,11,0,0,0,0,0,0,1,1,0,-36.52,19,0,38.85,38.85,LEGIT
XOSOP.COM,KR,103,20,20,0,0,1,1,1,0,1,3,1,21.576,21,0,38.85,38.85,LEGIT
XOSOP.COM,IO,664,1,1,0,1,0,0,1,0,1,3,1,-59.568,19,4,12.95,12.95,LEGIT
XOSOP.COM,NAO,166,11,11,0,0,1,1,1,0,1,2,0,10.976,8,1,38.85,38.85,LEGIT
VHRXRXCKLB.COM,KR,101,12,12,0,0,0,1,1,0,1,3,1,-3.712,19,0,12.95,12.95,LEGIT
NODVL.NET,SP,196,22,23,0,0,0,0,0,0,1,3,0,-41.648,17,0,38.85,38.85,FRAUD
WAJCTHFVP.NET,UBAO,669,17,17,0,0,0,0,0,0,1,3,0,2.184,23,0,38.85,38.85,LEGIT
HKOYWZBALUCDDLCFMHH.COM,OO,644,15,15,0,0,0,1,0,0,2,2,0,-40.768,8,0,38.85,38.85,LEGIT
TMA.COM,ROK,655,12,12,0,0,1,1,1,0,1,2,0,-6.408,11,2,31.08,31.08,LEGIT
TMA.COM,MO,685,12,12,0,0,1,0,0,0,1,2,1,27.104,7,0,10.36,10.36,LEGIT
XOSOP.COM,PO,614,15,15,0,0,1,1,1,0,1,3,0,29.208,12,0,12.95,12.95,LEGIT
TMA.COM,KR,108,22,22,0,0,0,0,0,0,1,2,1,-5.184,14,0,12.95,12.95,LEGIT
XOSOP.COM,AR,649,16,16,0,0,1,1,0,0,1,4,0,-23.992,9,0,0,0,LEGIT
NEKSXUK.NET,MO,685,0,0,0,0,1,0,0,0,3,3,1,1.496,7,0,38.85,38.85,LEGIT
BRZWCURTY.NET,KR,108,0,0,0,0,0,1,1,0,2,3,0,-61.48,6,1,12.95,12.95,LEGIT
VUHZRNB.COM,VO,602,17,17,0,0,1,1,0,0,1,3,0,8.952,6,0,49.95,49.95,LEGIT
TMA.COM,VO,601,0,0,1,0,1,1,1,0,1,3,0,14.384,9,0,12.95,12.95,LEGIT
TMA.COM,TO,625,15,15,0,1,1,1,1,0,1,2,1,18.152,11,4,12.95,12.95,LEGIT
FBTOCOPA.K12,MO,685,7,7,0,0,1,1,1,0,1,3,1,-42.872,9,0,12.95,12.95,LEGIT
ANM.ATTMIL.NE.JP,ROT,420,5,5,0,0,0,0,0,0,4,2,0,-62.08,7,3,11.65,11.65,LEGIT
VEIYFSNZGZ.NET,ROA,385,12,12,0,0,1,1,1,0,1,2,1,21.448,10,0,10.36,10.36,FRAUD
TMA.COM,NAO,166,15,15,0,0,1,0,0,0,1,2,0,11.872,9,9,12.95,12.95,LEGIT
XOSOP.COM,NAO,166,14,14,0,0,0,1,1,0,2,0,1,35.208,19,0,12.95,12.95,LEGIT
ASRHLGXWY.COM,TO,625,12,12,0,0,1,0,1,0,1,3,0,18.112,9,1,38.85,38.85,LEGIT
BWT.NET,NAO,166,13,13,0,0,0,0,0,0,1,0,1,22.288,21,0,12.95,12.95,LEGIT
CQP.RR.COM,MO,685,14,14,1,0,1,1,1,0,1,3,0,7.568,16,1,38.85,38.85,LEGIT
KZOGEIFBAVSI.NET,BO,308,16,16,0,0,1,0,0,0,1,0,0,-1.96,10,0,38.85,38.85,LEGIT
TMA.COM,PO,614,10,10,0,0,0,1,1,0,1,3,0,-19.408,17,4,35.61,35.61,LEGIT
TMA.COM,ROB,450,10,10,0,0,0,0,0,0,1,3,1,6.568,15,2,12.95,12.95,LEGIT
